WeatherPy_Database,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
471,Portland,45.5234,-122.6762,58.55,57,100,5.75,Clouds,US,2022-05-13 19:23:06
472,Padang,-0.9492,100.3543,77.14,83,92,3.98,Clouds,ID,2022-05-13 19:27:36
473,Richards Bay,-28.783,32.0377,67.21,88,33,4.09,Clouds,ZA,2022-05-13 19:27:36
474,Pirovskoye,57.6267,92.2658,51.6,44,9,4.52,Clear,RU,2022-05-13 19:27:36
475,San Patricio,28.017,-97.5169,92.16,42,4,16.22,Clear,US,2022-05-13 19:27:37
476,Prabumulih,-3.45,104.25,73.89,94,61,2.21,Clouds,ID,2022-05-13 19:27:37
477,Neepawa,50.2289,-99.4664,55.8,89,100,21.32,Clouds,CA,2022-05-13 19:27:37
478,Nove Zamky,47.9854,18.1619,66.22,86,36,8.21,Clouds,SK,2022-05-13 19:25:08
479,Puerto Del Rosario,28.5004,-13.8627,69.55,78,0,4.61,Clear,ES,2022-05-13 19:27:38
480,Nuuk,64.1835,-51.7216,30.81,69,75,2.3,Snow,GL,2022-05-13 19:25:37
481,Kjollefjord,70.9457,27.3465,35.65,81,100,17.98,Clouds,NO,2022-05-13 19:27:38
482,Battle Creek,42.3212,-85.1797,84.67,37,0,10.07,Clear,US,2022-05-13 19:24:49
483,Payakumbuh,-0.2202,100.6308,71.2,92,85,2.33,Clouds,ID,2022-05-13 19:27:38
484,Christchurch,-43.5333,172.6333,49.95,90,75,4.61,Clouds,NZ,2022-05-13 19:26:35
485,Varzob,38.7737,68.8178,65.93,73,54,3.47,Clouds,TJ,2022-05-13 19:27:39
486,Port-Cartier,50.0334,-66.8654,46.74,98,100,6.6,Clouds,CA,2022-05-13 19:27:39
487,Balakirevo,56.5059,38.8432,47.53,83,12,12.35,Clouds,RU,2022-05-13 19:27:39
488,Ambon,-3.6954,128.1814,78.94,94,40,2.3,Clouds,ID,2022-05-13 19:27:40
489,Lowestoft,52.4752,1.7516,64.65,59,79,12.93,Clouds,GB,2022-05-13 19:27:40
490,Tagusao,9.1924,117.8141,79.92,82,100,3.71,Clouds,PH,2022-05-13 19:27:41
491,Gambela,8.25,34.5833,80.33,62,59,3.27,Clouds,ET,2022-05-13 19:27:41
492,Hofn,64.2539,-15.2082,42.04,47,82,3.8,Clouds,IS,2022-05-13 19:27:41
493,Mirnyy,62.5353,113.9611,30.24,63,100,4.0,Clouds,RU,2022-05-13 19:27:42
494,Araouane,18.9048,-3.5265,94.08,8,60,12.64,Clouds,ML,2022-05-13 19:28:42
495,Anan,33.9167,134.65,65.98,94,100,8.05,Clouds,JP,2022-05-13 19:28:42
496,Lucapa,-8.4192,20.7447,73.62,58,74,2.13,Clouds,AO,2022-05-13 19:28:43
497,Lompoc,34.6391,-120.4579,91.54,18,0,10.36,Clear,US,2022-05-13 19:27:37
498,Khorixas,-20.3667,14.9667,69.19,26,0,5.17,Clear,NA,2022-05-13 19:28:44
499,Tsogni,-2.7942,10.0988,77.14,93,100,4.94,Clouds,GA,2022-05-13 19:28:44
500,Nara,34.6851,135.8049,67.5,98,100,0.78,Rain,JP,2022-05-13 19:24:14
501,Amapa,1.0,-52.0,79.07,95,68,3.29,Clouds,BR,2022-05-13 19:28:44
502,Fairlie,55.756,-4.8556,54.23,85,100,5.99,Clouds,GB,2022-05-13 19:28:45
503,Brooks,50.5834,-111.8851,53.58,50,100,10.36,Clouds,CA,2022-05-13 19:25:14
504,Octeville,49.6261,-1.6435,54.09,71,0,6.91,Clear,FR,2022-05-13 19:28:45
505,Semey,50.4111,80.2275,62.42,56,58,5.75,Clouds,KZ,2022-05-13 19:28:45
506,Clyde River,70.4692,-68.5914,25.03,80,20,24.16,Clouds,CA,2022-05-13 19:28:46
507,Voyvozh,62.892,54.9635,48.78,80,92,4.97,Clouds,RU,2022-05-13 19:28:46
508,Mahanoro,-19.9,48.8,70.32,84,87,3.33,Clouds,MG,2022-05-13 19:28:46
509,Monrovia,6.3005,-10.7969,81.64,80,43,9.53,Clouds,LR,2022-05-13 19:25:42
510,La Fria,8.2203,-72.2439,93.31,50,99,7.9,Clouds,VE,2022-05-13 19:28:47
511,Rio Claro,-22.4114,-47.5614,76.87,48,0,2.28,Clear,BR,2022-05-13 19:28:47
512,Teya,60.3778,92.6267,39.87,94,11,2.66,Clouds,RU,2022-05-13 19:28:48
513,Lafia,8.4833,8.5167,89.08,50,3,7.61,Clear,NG,2022-05-13 19:28:48
514,Nakusp,50.2499,-117.8023,46.74,71,99,2.3,Clouds,CA,2022-05-13 19:28:48
515,Zhuhai,22.2769,113.5678,76.78,100,40,9.22,Rain,CN,2022-05-13 19:28:49
516,Wagar,16.1525,36.2032,96.71,14,0,14.34,Clear,SD,2022-05-13 19:28:49
517,Port-Gentil,-0.7193,8.7815,82.36,83,40,9.22,Thunderstorm,GA,2022-05-13 19:28:49
518,Port Blair,11.6667,92.75,82.44,89,75,3.44,Mist,IN,2022-05-13 19:28:50
519,San Ramon De La Nueva Oran,-23.1322,-64.326,75.78,49,68,5.46,Clouds,AR,2022-05-13 19:28:50
520,Yomou,7.5603,-9.2653,74.37,79,100,9.84,Rain,GN,2022-05-13 19:28:50
521,Usinsk,65.9939,57.5281,49.1,76,70,9.4,Clouds,RU,2022-05-13 19:28:51
522,Tura,25.5198,90.2201,71.26,97,16,5.46,Clouds,IN,2022-05-13 19:28:51
523,Carauari,-4.8828,-66.8958,84.25,77,49,2.95,Clouds,BR,2022-05-13 19:28:51
524,Praia Da Vitoria,38.7333,-27.0667,62.76,94,75,9.64,Rain,PT,2022-05-13 19:24:15
525,Ayagoz,47.9714,80.4392,55.83,69,37,8.66,Clouds,KZ,2022-05-13 19:28:52
526,Wilmington,34.2257,-77.9447,76.95,88,100,5.75,Rain,US,2022-05-13 19:27:23
527,Ravar,31.2656,56.8055,71.38,24,0,11.05,Clear,IR,2022-05-13 19:28:52
528,Huescar,37.811,-2.5412,69.12,52,99,2.26,Clouds,ES,2022-05-13 19:25:23
529,Bialystok,53.1333,23.15,52.97,64,100,5.06,Clouds,PL,2022-05-13 19:27:10
530,Nisia Floresta,-6.0911,-35.2086,79.18,83,95,8.86,Clouds,BR,2022-05-13 19:28:52
531,Manicore,-5.8092,-61.3003,82.35,83,100,4.61,Rain,BR,2022-05-13 19:28:53
532,Sari,36.5633,53.0601,58.5,92,100,6.33,Clouds,IR,2022-05-13 19:28:53
533,Pahrump,36.2083,-115.9839,81.45,9,0,8.01,Clear,US,2022-05-13 19:28:53
534,Benghazi,32.1167,20.0667,65.79,72,0,12.28,Clear,LY,2022-05-13 19:28:54
535,Snyder,32.7179,-100.9176,98.1,6,0,3.44,Clear,US,2022-05-13 19:28:54
536,Rocha,-34.4833,-54.3333,63.41,56,100,4.81,Clouds,UY,2022-05-13 19:28:54
537,Ende,-8.8432,121.6623,77.54,89,96,2.06,Clouds,ID,2022-05-13 19:28:55
538,Morant Bay,17.8815,-76.4093,82.71,76,100,12.53,Clouds,JM,2022-05-13 19:28:55
539,Acajutla,13.5928,-89.8275,89.47,49,100,11.34,Clouds,SV,2022-05-13 19:28:55
540,San Cristobal,7.7669,-72.225,84.38,49,69,9.26,Clouds,VE,2022-05-13 19:27:10
541,Inuvik,68.3499,-133.7218,39.96,75,75,11.5,Clouds,CA,2022-05-13 19:26:17
542,Thunder Bay,48.4001,-89.3168,60.78,77,40,10.36,Clouds,CA,2022-05-13 19:29:56
543,San Felipe,10.3399,-68.7425,91.2,43,79,7.07,Clouds,VE,2022-05-13 19:29:56
544,Batemans Bay,-35.7167,150.1833,62.1,94,32,3.51,Clouds,AU,2022-05-13 19:29:57
545,Urengoy,65.9667,78.3667,39.18,99,100,0.96,Clouds,RU,2022-05-13 19:29:57
546,Rawson,-43.3002,-65.1023,56.12,44,30,25.66,Clouds,AR,2022-05-13 19:29:57
547,Ust-Kulom,61.6864,53.6902,50.47,79,97,3.4,Clouds,RU,2022-05-13 19:29:58
548,Sisimiut,66.9395,-53.6735,25.74,74,100,10.47,Clouds,GL,2022-05-13 19:29:58
549,Jaque,7.5175,-78.1703,80.85,84,100,3.44,Rain,PA,2022-05-13 19:29:58
550,Olafsvik,64.8945,-23.7142,35.58,64,83,17.98,Clouds,IS,2022-05-13 19:25:56
551,Galesong,-5.3166,119.3661,75.22,85,92,4.9,Clouds,ID,2022-05-13 19:29:59
552,Sterling,39.0062,-77.4286,73.85,86,100,9.22,Clouds,US,2022-05-13 19:26:37
553,Vanavara,60.34,102.2797,46.8,81,100,1.45,Clouds,RU,2022-05-13 19:29:59
554,Taoudenni,22.6783,-3.9836,94.62,8,55,13.35,Clouds,ML,2022-05-13 19:29:59
555,Pochutla,15.7432,-96.4661,93.81,42,23,9.95,Clouds,MX,2022-05-13 19:30:00
556,Rovaniemi,66.5,25.7167,47.61,71,0,2.3,Clear,FI,2022-05-13 19:29:54
557,Contai,21.7786,87.7536,84.11,81,99,21.88,Clouds,IN,2022-05-13 19:30:00
558,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.79,100,100,6.71,Rain,RU,2022-05-13 19:30:01
559,Beloha,-25.1667,45.05,65.64,85,0,9.98,Clear,MG,2022-05-13 19:30:01
560,Paluan,13.416,120.4623,82.4,77,28,4.21,Clouds,PH,2022-05-13 19:30:02
561,Araioses,-2.89,-41.9031,78.78,94,75,10.36,Clouds,BR,2022-05-13 19:30:02
562,Kletskaya,49.3145,43.0584,56.23,72,52,7.61,Clouds,RU,2022-05-13 19:30:02
563,Sarangani,5.4033,125.4636,81.68,76,99,2.19,Clouds,PH,2022-05-13 19:30:03
564,Moree,-29.4667,149.85,64.67,86,78,10.09,Clouds,AU,2022-05-13 19:30:03
565,Darhan,49.4867,105.9228,45.82,43,58,1.79,Clouds,MN,2022-05-13 19:30:04
566,Sibu,2.3,111.8167,73.71,100,40,6.91,Rain,MY,2022-05-13 19:30:04
567,Concordia,-31.393,-58.0209,66.27,68,0,5.99,Clear,AR,2022-05-13 19:26:11
568,Brae,60.3964,-1.353,45.81,75,7,18.05,Clear,GB,2022-05-13 19:30:05
569,Labuhan,-6.8844,112.2051,79.0,88,100,7.54,Rain,ID,2022-05-13 19:30:05
570,Vila Velha,-20.3297,-40.2925,78.75,73,40,12.66,Clouds,BR,2022-05-13 19:30:06
571,Nioro,13.35,-15.75,87.6,40,97,11.88,Clouds,GM,2022-05-13 19:30:06
572,Natal,-5.795,-35.2094,79.02,94,75,4.61,Clouds,BR,2022-05-13 19:27:24
573,Marzuq,14.4,46.4667,75.81,19,2,2.39,Clear,YE,2022-05-13 19:30:07
574,Drolshagen,51.0167,7.7667,60.22,86,49,3.78,Clouds,DE,2022-05-13 19:30:07
575,Cockburn Town,21.4612,-71.1419,79.07,84,100,22.91,Clouds,TC,2022-05-13 19:28:42
576,Murdochville,48.9583,-65.5006,43.68,96,100,3.13,Rain,CA,2022-05-13 19:30:08
577,Puerto Escondido,15.85,-97.0667,90.43,62,0,9.22,Clear,MX,2022-05-13 19:30:08
578,Parry Sound,45.3501,-80.033,80.65,36,11,6.87,Clouds,CA,2022-05-13 19:30:03
579,Savannah Bight,16.45,-85.85,80.74,63,4,5.61,Clear,HN,2022-05-13 19:30:09
580,Bakaly,55.1789,53.8028,45.39,96,100,5.41,Rain,RU,2022-05-13 19:30:10
581,Sitio Novo Do Tocantins,-5.5183,-47.4611,85.93,66,40,5.75,Clouds,BR,2022-05-13 19:30:10
582,Indianola,41.3581,-93.5574,77.97,42,100,6.08,Clouds,US,2022-05-13 19:30:11
583,Havre-Saint-Pierre,50.2334,-63.5986,43.16,81,100,14.97,Clouds,CA,2022-05-13 19:30:11
584,Nazas,25.2333,-104.1333,96.75,13,4,3.38,Clear,MX,2022-05-13 19:30:11
585,Dubovyy Umet,52.9763,50.2857,46.81,84,100,5.93,Clouds,RU,2022-05-13 19:30:12
586,Okato,-39.2,173.8833,58.17,72,100,10.36,Clouds,NZ,2022-05-13 19:30:12
587,Yuanping,38.7153,112.7575,48.87,37,100,2.21,Clouds,CN,2022-05-13 19:30:12
588,Nouadhibou,20.931,-17.0347,87.78,23,99,16.11,Clouds,MR,2022-05-13 19:30:13
589,Mwene-Ditu,-7.0,23.45,71.8,60,94,4.07,Clouds,CD,2022-05-13 19:30:13
590,Tahta,26.7693,31.5021,92.68,14,0,4.03,Clear,EG,2022-05-13 19:31:13
591,Doha,25.2867,51.5333,85.98,24,0,18.41,Clear,QA,2022-05-13 19:29:52
592,Yarim,14.298,44.3779,62.55,21,36,12.84,Clouds,YE,2022-05-13 19:31:14
593,Machilipatnam,16.1667,81.1333,83.75,83,3,5.97,Clear,IN,2022-05-13 19:31:14
594,Mokrousovo,55.8103,66.7653,50.65,78,100,11.77,Clouds,RU,2022-05-13 19:31:15
595,Menongue,-14.6585,17.691,62.55,56,35,3.51,Clouds,AO,2022-05-13 19:31:15
596,Bergerac,44.8333,0.5,73.62,60,0,2.3,Clear,FR,2022-05-13 19:31:16
597,Derzhavinsk,51.1,66.3167,55.33,63,25,9.33,Clouds,KZ,2022-05-13 19:31:16
598,Cam Ranh,11.9214,109.1591,80.56,89,40,3.44,Clouds,VN,2022-05-13 19:31:16
599,Seymchan,62.8833,152.4333,37.27,85,91,4.0,Clouds,RU,2022-05-13 19:31:17
600,Qunduz,36.729,68.857,72.63,39,74,6.69,Clouds,AF,2022-05-13 19:31:17
601,Westport,41.1415,-73.3579,81.3,85,100,12.66,Clouds,US,2022-05-13 19:29:28
602,Tocopilla,-22.092,-70.1979,67.93,63,19,8.75,Clouds,CL,2022-05-13 19:31:18
603,Iqaluit,63.7506,-68.5145,24.53,73,20,14.97,Clouds,CA,2022-05-13 19:31:18
604,Xiaoweizhai,26.1903,107.5125,59.97,98,100,2.17,Clouds,CN,2022-05-13 19:31:18
605,Elizabeth City,36.2946,-76.2511,78.06,82,0,10.36,Clear,US,2022-05-13 19:30:29
606,Sturgeon Bay,44.8342,-87.377,82.36,53,0,20.71,Clear,US,2022-05-13 19:29:41
607,Paka,4.6374,103.4368,80.53,94,98,0.0,Clouds,MY,2022-05-13 19:31:19
608,Parrita,9.5201,-84.3225,84.51,73,43,6.67,Clouds,CR,2022-05-13 19:31:19
609,Tchibanga,-2.85,11.0333,73.9,97,100,1.1,Clouds,GA,2022-05-13 19:31:19
610,Rozvadiv,49.5,23.6167,54.79,93,8,7.81,Clear,UA,2022-05-13 19:31:20
611,Otradnoye,59.7775,30.8181,51.85,72,65,10.33,Clouds,RU,2022-05-13 19:31:20
612,Hamilton,39.1834,-84.5333,85.71,47,20,8.05,Clouds,US,2022-05-13 19:31:20
613,Malakal,9.5334,31.6605,88.27,46,91,5.59,Rain,SS,2022-05-13 19:30:09
614,Salme,28.0369,85.0942,66.49,64,94,7.09,Clouds,NP,2022-05-13 19:31:21
615,Surgut,61.25,73.4167,51.98,81,0,7.0,Clear,RU,2022-05-13 19:28:20
616,Jacareacanga,-6.2222,-57.7528,82.85,76,100,3.71,Rain,BR,2022-05-13 19:27:55
617,Evensk,61.95,159.2333,33.48,90,99,2.53,Clouds,RU,2022-05-13 19:31:21
618,Sussex,41.1834,-74.6663,79.11,60,75,11.5,Clouds,US,2022-05-13 19:31:21
619,Timmins,48.4669,-81.3331,82.22,44,75,10.36,Clouds,CA,2022-05-13 19:28:01
620,Challapata,-18.9,-66.7667,55.78,18,1,11.48,Clear,BO,2022-05-13 19:31:22
621,Bandarbeyla,9.4942,50.8122,82.44,86,98,19.69,Clouds,SO,2022-05-13 19:31:22
622,Omboue,-1.5746,9.2618,78.6,91,92,6.53,Clouds,GA,2022-05-13 19:31:23
623,Turukhansk,65.8167,87.9833,42.01,77,86,6.49,Clouds,RU,2022-05-13 19:31:23
624,Gediz,39.0417,29.41,57.4,77,96,0.87,Clouds,TR,2022-05-13 19:31:23
625,Moron,-34.6534,-58.6198,68.02,61,100,3.24,Clouds,AR,2022-05-13 19:31:24
626,Alihe,50.5667,123.7167,32.81,95,91,3.06,Clouds,CN,2022-05-13 19:31:24
627,Bontang,0.1333,117.5,77.47,92,100,6.15,Clouds,ID,2022-05-13 19:31:24
628,Borogontsy,62.6683,131.1683,32.36,97,100,6.15,Snow,RU,2022-05-13 19:31:25
629,Mana,5.6592,-53.7767,81.16,77,28,10.67,Clouds,GF,2022-05-13 19:31:25
630,Daru,-9.0763,143.2092,79.09,83,29,6.08,Clouds,PG,2022-05-13 19:31:25
631,Kattivakkam,13.2167,80.3167,86.09,84,100,15.41,Clouds,IN,2022-05-13 19:31:26
632,Phalaborwa,-23.943,31.1411,74.48,50,32,4.5,Clouds,ZA,2022-05-13 19:31:26
633,Vardo,70.3705,31.1107,35.58,80,0,12.66,Clear,NO,2022-05-13 19:27:05
634,Lasa,46.6166,10.7002,67.08,95,99,5.39,Clouds,IT,2022-05-13 19:31:26
635,Kalmunai,7.4167,81.8167,80.67,77,100,8.01,Clouds,LK,2022-05-13 19:31:27
636,Ayan,56.45,138.1667,27.77,94,56,5.61,Clouds,RU,2022-05-13 19:31:27
637,Togul,53.465,85.9128,55.31,50,0,2.19,Clear,RU,2022-05-13 19:31:27
638,Navirai,-23.065,-54.1906,72.21,74,0,4.61,Clear,BR,2022-05-13 19:31:28
639,Columbus,39.9612,-82.9988,84.34,50,75,8.05,Clouds,US,2022-05-13 19:32:25
640,Yushu,44.8,126.5333,42.33,90,100,4.56,Clouds,CN,2022-05-13 19:32:32
641,Non Sang,16.8687,102.5664,79.75,77,73,2.62,Clouds,TH,2022-05-13 19:32:33
642,Pemangkat,1.1667,108.9667,78.78,80,100,3.62,Clouds,ID,2022-05-13 19:32:33
643,Vorobyevka,50.6451,40.9245,49.55,83,2,7.78,Clear,RU,2022-05-13 19:32:33
644,Gopalpur,19.2667,84.9167,82.98,84,30,18.59,Clouds,IN,2022-05-13 19:32:34
645,Manggar,-2.8833,108.2667,80.2,78,100,1.97,Clouds,ID,2022-05-13 19:32:34
646,Carora,10.1755,-70.0827,96.3,31,42,15.39,Clouds,VE,2022-05-13 19:32:34
647,Velsk,61.0701,42.0983,43.47,95,100,6.82,Rain,RU,2022-05-13 19:32:35
648,Saquarema,-22.92,-42.5103,77.04,73,47,4.97,Clouds,BR,2022-05-13 19:32:35
649,Khanpur,28.6453,70.6567,95.67,4,0,7.63,Clear,PK,2022-05-13 19:32:36
650,Baculin,7.4525,126.5842,77.92,88,100,3.49,Clouds,PH,2022-05-13 19:32:36
651,College,64.8569,-147.8028,43.2,83,75,6.91,Clouds,US,2022-05-13 19:29:59
652,Panama City,8.9936,-79.5197,91.17,68,40,10.36,Clouds,PA,2022-05-13 19:27:37
653,Ust-Kut,56.7938,105.7672,44.76,59,100,1.05,Clouds,RU,2022-05-13 19:32:37
654,Kallithea,37.95,23.7,70.68,44,20,4.0,Clouds,GR,2022-05-13 19:32:37
655,Maragogi,-9.0122,-35.2225,79.39,81,13,6.13,Clouds,BR,2022-05-13 19:32:38
656,Vostok,46.4856,135.8833,40.71,89,100,1.92,Clouds,RU,2022-05-13 19:32:38
657,Lofthus,59.9468,10.8018,51.96,46,100,9.82,Clouds,NO,2022-05-13 19:32:38
658,Rio Negrinho,-26.2544,-49.5183,60.94,78,0,3.24,Clear,BR,2022-05-13 19:32:39
659,Antofagasta,-23.65,-70.4,61.88,70,7,7.23,Clear,CL,2022-05-13 19:32:39
660,Outram,1.2829,103.8379,84.22,87,75,5.75,Clouds,MY,2022-05-13 19:32:43
661,Saint-Denis,48.9167,2.3333,67.1,49,0,5.75,Clear,FR,2022-05-13 19:32:44
662,Marabba,12.35,32.1833,98.1,27,56,10.31,Clouds,SD,2022-05-13 19:32:45
663,Celestun,20.8667,-90.4,82.76,54,0,12.64,Clear,MX,2022-05-13 19:32:45
664,Hirara,24.8,125.2833,77.13,82,100,14.83,Rain,JP,2022-05-13 19:28:24
665,Metu,8.3,35.5833,60.76,89,94,2.62,Clouds,ET,2022-05-13 19:32:46
666,Henties Bay,-22.116,14.2845,57.42,82,0,8.57,Clear,NA,2022-05-13 19:32:46
667,Wajima,37.4,136.9,60.75,99,100,12.03,Clouds,JP,2022-05-13 19:32:47
668,Jumla,29.2747,82.1838,57.04,79,58,3.42,Clouds,NP,2022-05-13 19:32:47
669,Qaqortoq,60.7167,-46.0333,32.13,74,69,6.71,Clouds,GL,2022-05-13 19:32:47
670,The Pas,53.8251,-101.2541,39.22,93,100,13.8,Mist,CA,2022-05-13 19:32:48
671,Leeton,-34.5667,146.4,59.9,100,100,0.0,Fog,AU,2022-05-13 19:28:59
672,Dourbali,11.8091,15.8632,95.49,31,82,10.04,Rain,TD,2022-05-13 19:32:48
673,Lensk,60.7253,114.9278,35.22,95,100,3.62,Clouds,RU,2022-05-13 19:32:48
674,Skjervoy,70.0311,20.9714,39.2,80,81,4.25,Clouds,NO,2022-05-13 19:32:49
675,Carutapera,-1.195,-46.02,80.42,86,41,7.92,Clouds,BR,2022-05-13 19:32:49
676,Crestview,30.7621,-86.5705,89.31,39,0,0.0,Clear,US,2022-05-13 19:31:21
677,Bohuslav,49.5494,30.8744,54.97,83,93,4.65,Clouds,UA,2022-05-13 19:32:49
678,Mitha Tiwana,32.2486,72.1108,91.58,8,0,3.22,Clear,PK,2022-05-13 19:32:50
679,Zamora,-4.0692,-78.9567,68.92,99,100,0.4,Rain,EC,2022-05-13 19:32:50
680,Devils Lake,48.1128,-98.8651,51.94,68,100,40.29,Clouds,US,2022-05-13 19:32:50
681,Marang,5.2056,103.2059,80.51,85,99,2.66,Clouds,MY,2022-05-13 19:32:51
682,Yangjiang,21.85,111.9667,72.32,93,63,6.91,Clouds,CN,2022-05-13 19:32:51
683,Uruzgan,32.8333,66.0,69.78,14,0,2.15,Clear,AF,2022-05-13 19:33:52
684,Beira,-19.8436,34.8389,71.69,94,20,2.3,Clouds,MZ,2022-05-13 19:33:52
685,Lorengau,-2.0226,147.2712,81.12,72,39,7.56,Clouds,PG,2022-05-13 19:33:54
686,Balakhninskiy,58.0106,114.2769,38.79,99,100,2.57,Clouds,RU,2022-05-13 19:33:54
687,Sao Domingos,-13.3983,-46.3183,82.67,33,100,3.87,Clouds,BR,2022-05-13 19:33:55
688,Ballina,-28.8667,153.5667,68.77,85,99,13.33,Rain,AU,2022-05-13 19:33:55
689,Kamaishi,39.2667,141.8833,59.38,99,100,4.34,Rain,JP,2022-05-13 19:33:55
690,Mehtar Lam,34.6714,70.2094,82.67,12,32,6.08,Clouds,AF,2022-05-13 19:33:56
691,Kargasok,59.0556,80.8572,55.76,42,21,8.1,Clouds,RU,2022-05-13 19:33:56
692,Xixiang,35.1628,112.865,61.07,36,100,3.53,Rain,CN,2022-05-13 19:33:57
693,Chara,56.9064,118.2631,36.88,79,91,4.43,Clouds,RU,2022-05-13 19:33:57
694,Rabo De Peixe,37.8,-25.5833,62.11,88,40,10.36,Rain,PT,2022-05-13 19:33:57
695,Kungurtug,50.5994,97.5228,35.35,48,1,1.36,Clear,RU,2022-05-13 19:33:58
696,Escanaba,45.7453,-87.0646,68.97,55,0,12.66,Clear,US,2022-05-13 19:33:58
697,Pangnirtung,66.1451,-65.7125,21.2,73,75,10.36,Clouds,CA,2022-05-13 19:33:58
698,Fukagawa,43.7081,142.0392,56.55,95,100,3.51,Clouds,JP,2022-05-13 19:33:59
699,Yurimaguas,-5.9,-76.0833,89.76,58,40,3.44,Clouds,PE,2022-05-13 19:33:59
700,San Luis,-33.295,-66.3356,59.02,70,99,10.16,Clouds,AR,2022-05-13 19:31:34
701,Trofors,65.5333,13.4063,42.67,99,100,3.36,Clouds,NO,2022-05-13 19:33:59
702,Chitral,35.8462,71.7858,69.67,25,52,3.38,Clouds,PK,2022-05-13 19:34:00
703,Oum Hadjer,13.2954,19.6966,92.66,27,100,7.87,Clouds,TD,2022-05-13 19:34:00
704,Korla,41.7597,86.1469,68.09,22,100,8.12,Clouds,CN,2022-05-13 19:34:00
705,Develi,38.3906,35.4922,51.15,49,0,4.61,Clear,TR,2022-05-13 19:34:01
706,Goya,-29.14,-59.2626,68.41,64,100,5.44,Clouds,AR,2022-05-13 19:34:01
707,Voloshka,61.3314,40.0858,41.54,97,100,1.95,Clouds,RU,2022-05-13 19:34:01
708,Yilan,24.757,121.753,77.36,99,100,4.03,Rain,TW,2022-05-13 19:34:02
709,Manokwari,-0.8667,134.0833,79.92,76,92,4.7,Clouds,ID,2022-05-13 19:34:02
